Identifier,Return,Expected Return,Date
US60770K1079,-8.72,-8.62737267,1/31/2024
US6081901042,13.78,13.79908699,1/31/2024
US60855R1005,10.51,10.59817124,1/31/2024
US60871R2094,1.73,1.730435952,1/31/2024
US6092071058,-2.92,-2.888339816,1/31/2024
US6098391054,19.47,19.55338736,1/31/2024
US61174X1090,7.42,7.478072052,1/31/2024
US6153691059,-3,-2.893625783,1/31/2024
US6174464486,-1.38,-1.290570869,1/31/2024
US61945C1036,1.47,1.511158365,1/31/2024
US6200763075,3.41,3.5402309,1/31/2024
US6293775085,4.3,4.364058083,1/31/2024
US62944T1051,7.78,7.915123442,1/31/2024
US6311031081,-2.72,-2.546177952,1/31/2024
US64110D1046,2.2,2.370885723,1/31/2024
US64110L1061,6.88,7.0048592,1/31/2024
US6516391066,-9.45,-9.331957581,1/31/2024
US65249B1098,9.09,9.202319547,1/31/2024
US65249B2088,9.46,9.478466304,1/31/2024
US65339F1012,-4.99,-4.826831639,1/31/2024
US6541061031,2.36,2.483734641,1/31/2024
US65473P1057,1.39,1.430833551,1/31/2024
US6556631025,5.81,5.863859639,1/31/2024
US6558441084,8.28,8.411989482,1/31/2024
US6658591044,3.13,3.299045432,1/31/2024
US6668071029,3.61,3.763660787,1/31/2024
US6687711084,-7.94,-7.809926021,1/31/2024
US6703461052,2.87,3.015711454,1/31/2024
US67066G1040,28.58,28.64704775,1/31/2024
US67103H1077,6.29,6.299791018,1/31/2024
US6745991058,5.28,5.373076216,1/31/2024
US6795801009,13.16,13.25062376,1/31/2024
US6819191064,-2.2,-2.092959497,1/31/2024
US6821891057,10.95,11.07892862,1/31/2024
US6826801036,10.07,10.16213437,1/31/2024
US68389X1054,-0.02,0.035367962,1/31/2024
US68902V1070,8.15,8.301763842,1/31/2024
US69331C1080,-1.07,-0.879460935,1/31/2024
US6934751057,-2.65,-2.627018056,1/31/2024
US6935061076,0.86,0.877371878,1/31/2024
US69351T1060,0.65,0.783214913,1/31/2024
US69370C1009,1.31,1.425487796,1/31/2024
US6937181088,10.74,10.75976131,1/31/2024
US6951561090,9.23,9.268591135,1/31/2024
US6974351057,-8.26,-8.220900931,1/31/2024
US7010941042,15.61,15.63233953,1/31/2024
US7043261079,1.47,1.515098423,1/31/2024
US70432V1026,-4.13,-3.940424244,1/31/2024
US70450Y1038,-1.65,-1.538487894,1/31/2024
US7134481081,-1.14,-1.113904754,1/31/2024
US7140461093,2.25,2.414516675,1/31/2024
US7170811035,-1.92,-1.821171241,1/31/2024
US7181721090,-0.98,-0.848031914,1/31/2024
US7185461040,-0.53,-0.398898934,1/31/2024
US7234841010,-0.83,-0.649564213,1/31/2024
US7237871071,2.33,2.371971091,1/31/2024
US73278L1052,7.24,7.33521413,1/31/2024
US74144T1088,4.52,4.637582306,1/31/2024
US74251V1026,2.23,2.421452294,1/31/2024
US7427181091,1.15,1.223951701,1/31/2024
US7433151039,6.35,6.391499358,1/31/2024
US74340W1036,5.19,5.378678566,1/31/2024
US7443201022,5.13,5.174888487,1/31/2024
US7445731067,7.6,7.732828494,1/31/2024
US74460D1090,0.24,0.247571172,1/31/2024
US7458671010,3.65,3.665555152,1/31/2024
US74736K1016,14.85,14.9702255,1/31/2024
US7475251036,6.79,6.95630691,1/31/2024
US74762E1029,24.46,24.47821182,1/31/2024
US74834L1008,-2.76,-2.56799082,1/31/2024
US7512121010,29.41,29.59714002,1/31/2024
US7547301090,9.2,9.27546418,1/31/2024
US75513E1010,-0.94,-0.79396078,1/31/2024
US7561091049,-3.72,-3.628649071,1/31/2024
US7588491032,-1.15,-1.025501929,1/31/2024
US75886F1075,2.47,2.576414011,1/31/2024
US7591EP1005,1.07,1.245387396,1/31/2024
US7607591002,7.29,7.449085982,1/31/2024
US7611521078,-8.43,-8.360808666,1/31/2024
US7703231032,1.76,1.891577117,1/31/2024
US7739031091,13.06,13.06025383,1/31/2024
US7757111049,2.13,2.183370505,1/31/2024
US7766961061,1.44,1.560385305,1/31/2024
US7782961038,6.19,6.291353408,1/31/2024
US78409V1044,-4.25,-4.249748272,1/31/2024
US78410G1040,-6.54,-6.418319173,1/31/2024
US79466L3024,9.87,9.903414076,1/31/2024
US8064071025,2.18,2.307378676,1/31/2024
US8085131055,6.56,6.735992721,1/31/2024
US8168511090,-1.34,-1.262814377,1/31/2024
US81762P1021,0.78,0.807719943,1/31/2024
US8243481061,9.33,9.523880953,1/31/2024
US8288061091,6.88,6.961868805,1/31/2024
US83088M1027,1.1,1.195388037,1/31/2024
US8318652091,6.82,6.891183728,1/31/2024
US8326964058,-7.87,-7.725366726,1/31/2024
US8330341012,-4.27,-4.125498453,1/31/2024
US8425871071,-2.25,-2.244273494,1/31/2024
US8447411088,14.65,14.73106373,1/31/2024
US8545021011,-4.3,-4.223058043,1/31/2024
US8552441094,2.61,2.672625132,1/31/2024
US8574771031,-0.19,-0.03636715,1/31/2024
US8581191009,10.88,10.92964341,1/31/2024
US8636671013,4.05,4.104661688,1/31/2024
US8716071076,7.57,7.655479781,1/31/2024
US87165B1035,6.93,7.015808674,1/31/2024
US8718291078,0.05,0.119099642,1/31/2024
US8725401090,4.81,4.835307244,1/31/2024
US8725901040,1.69,1.722708015,1/31/2024
US8740541094,-10.91,-10.82447868,1/31/2024
US8760301072,22.53,22.58243397,1/31/2024
US87612E1064,10.76,10.89976674,1/31/2024
US87612G1013,15.63,15.72255817,1/31/2024
US8793601050,2.1,2.105459198,1/31/2024
US8793691069,-8.11,-8.092220746,1/31/2024
US8807701029,7.37,7.537825724,1/31/2024
US88160R1014,7.79,7.911754699,1/31/2024
US8825081040,4.5,4.532464205,1/31/2024
US8832031012,5.15,5.328278436,1/31/2024
US8835561023,5.79,5.885578295,1/31/2024
US88579Y1010,-0.77,-0.703943464,1/31/2024
US8923561067,13.74,13.82709659,1/31/2024
US8936411003,7.78,7.811426072,1/31/2024
US89417E1091,4.54,4.636132094,1/31/2024
US8962391004,20.31,20.38217269,1/31/2024
US89832Q1094,-4.23,-4.07420431,1/31/2024
US9022521051,3.4,3.522832989,1/31/2024
US9024941034,-0.05,0.024721266,1/31/2024
US9026531049,-1.44,-1.414009209,1/31/2024
US9029733048,1.01,1.151240898,1/31/2024
US90353T1007,21.8,21.95494097,1/31/2024
US90384S3031,9.26,9.409429711,1/31/2024
US9078181081,4.53,4.673069429,1/31/2024
US9100471096,9.93,10.06687675,1/31/2024
US9113121068,5.63,5.669831093,1/31/2024
US9113631090,11.14,11.2532742,1/31/2024
US91324P1021,-3.54,-3.434788773,1/31/2024
US9139031002,5.32,5.498215627,1/31/2024
US9182041080,-0.73,-0.550803638,1/31/2024
US91913Y1001,1.84,1.881217853,1/31/2024
US92276F1003,-8.84,-8.694122864,1/31/2024
US92338C1036,12.69,12.81404216,1/31/2024
US92343E1029,-1.81,-1.706015167,1/31/2024
US92343V1044,-5.5,-5.323026598,1/31/2024
US92345Y1064,0.15,0.247072515,1/31/2024
US92532F1003,-2.92,-2.84148935,1/31/2024
US92556H2067,-24.33,-24.24467053,1/31/2024
US92556V1061,5.1,5.103213486,1/31/2024
US9256521090,-0.63,-0.574501679,1/31/2024
US92826C8394,3.63,3.659758252,1/31/2024
US9291601097,17.63,17.64802303,1/31/2024
US92939U1060,-1.75,-1.707533538,1/31/2024
US9297401088,7.54,7.706813781,1/31/2024
US9311421039,6.4,6.483996786,1/31/2024
US9314271084,-4.73,-4.682670263,1/31/2024
US9344231041,-12.28,-12.21393664,1/31/2024
US94106L1098,10.78,10.79248295,1/31/2024
US9418481035,6.2,6.257398696,1/31/2024
US9497461015,11.58,11.62331063,1/31/2024
US95040Q1040,7.22,7.411131525,1/31/2024
US9553061055,-3.93,-3.926109867,1/31/2024
US9581021055,3.88,4.055475855,1/31/2024
US96145D1054,13.29,13.45542926,1/31/2024
US9621661043,5.35,5.488749954,1/31/2024
US9633201069,-0.35,-0.346675345,1/31/2024
US9694571004,3.69,3.83646319,1/31/2024
US9831341071,11.67,11.86512597,1/31/2024
US98389B1008,-11.99,-11.97598301,1/31/2024
US98419M1009,13.32,13.4677571,1/31/2024
US9884981013,7.43,7.577449444,1/31/2024
US9892071054,16.67,16.79731661,1/31/2024
US98956P1021,-0.99,-0.924979548,1/31/2024
US9897011071,-4.94,-4.830410108,1/31/2024
US98978V1035,5.6,5.63267929,1/31/2024
AN8068571086,13.41,13.44516517,2/29/2024
BMG0450A1053,5.54,5.555414053,2/29/2024
BMG3223R1088,8.24,8.321360506,2/29/2024
BMG491BT1088,7.66,7.699301257,2/29/2024
BMG667211046,7.94,8.007514525,2/29/2024
CH0044328745,3.31,3.430447037,2/29/2024
CH0102993182,1.17,1.269774406,2/29/2024
CH0114405324,8.93,9.027120539,2/29/2024
CH1300646267,8.64,8.673488332,2/29/2024
IE000S9YS762,3.76,3.862075027,2/29/2024
IE00B4BNMY34,-7.52,-7.320119009,2/29/2024
IE00B8KQN827,8.54,8.726161425,2/29/2024
IE00BDB6Q211,1.2,1.311192232,2/29/2024
IE00BFRT3W74,5.74,5.825181428,2/29/2024
IE00BFY8C754,-3.47,-3.396277494,2/29/2024
IE00BK9ZQ967,6.47,6.490047637,2/29/2024
IE00BKVD2N49,0.8,0.964534773,2/29/2024
IE00BLP1HW54,5.61,5.618076853,2/29/2024
IE00BLS09M33,9.83,9.83802854,2/29/2024
IE00BTN1Y115,5.41,5.426748586,2/29/2024
IE00BY7QL619,10.85,10.97437446,2/29/2024
JE00B783TY65,0.2,0.269894861,2/29/2024
JE00BJ1F3079,4.97,5.059082858,2/29/2024
LR0008862868,12.7,12.79070794,2/29/2024
NL0009434992,3.28,3.313367068,2/29/2024
NL0009538784,-0.37,-0.288046562,2/29/2024
PA1436583006,3.03,3.041175029,2/29/2024
US0010551028,6.34,6.37738033,2/29/2024
US00130H1059,17.96,18.14701007,2/29/2024
US00206R1023,3.96,3.972692567,2/29/2024
US0028241000,-4.2,-4.014518739,2/29/2024
US00287Y1091,3.44,3.533558708,2/29/2024
US00724F1012,-9.94,-9.861700151,2/29/2024
US0079031078,-6.25,-6.240168739,2/29/2024
US00846U1016,5.93,6.041979901,2/29/2024
US0090661010,4.76,4.860314591,2/29/2024
US0091581068,4.27,4.299631377,2/29/2024
US00971T1016,-1.95,-1.885636111,2/29/2024
US0126531013,-4.11,-3.95973523,2/29/2024
US0152711091,4.38,4.56854898,2/29/2024
US0162551016,8.43,8.51828465,2/29/2024
US0188021085,5.55,5.690270654,2/29/2024
US0200021014,9.1,9.208294642,2/29/2024
US02079K1079,8.93,8.970321764,2/29/2024
US02079K3059,9.01,9.202157246,2/29/2024
US02209S1033,9.06,9.211419544,2/29/2024
US0231351067,2.05,2.074845078,2/29/2024
US0236081024,4.85,4.953317518,2/29/2024
US02376R1023,-2.1,-1.915512251,2/29/2024
US0255371017,1.07,1.160577434,2/29/2024
US0258161092,3.77,3.959024908,2/29/2024
US0268747849,7.76,7.865130968,2/29/2024
US03027X1000,-0.64,-0.59853509,2/29/2024
US0304201033,3.1,3.166706156,2/29/2024
US03073E1055,3.14,3.19269483,2/29/2024
US03076C1062,7.63,7.825318783,2/29/2024
US0311001004,1.67,1.769099044,2/29/2024
US0311621009,3.83,3.923856266,2/29/2024
US0320951017,5.81,5.999707193,2/29/2024
US0326541051,3.6,3.720129095,2/29/2024
US03662Q1058,3.89,4.006850671,2/29/2024
US0367521038,3.79,3.975563528,2/29/2024
US03743Q1085,15.41,15.49932517,2/29/2024
US0378331005,-5.13,-5.102208936,2/29/2024
US0382221051,2.29,2.3987577,2/29/2024
US0394831020,18.26,18.29455095,2/29/2024
US0404131064,4.48,4.56367531,2/29/2024
US04621X1081,3.74,3.838259276,2/29/2024
US0495601058,5.28,5.461684946,2/29/2024
US0527691069,0.87,1.002231043,2/29/2024
US0530151036,0.02,0.03975386,2/29/2024
US0533321024,4.84,4.910037859,2/29/2024
US0534841012,5.79,5.820571367,2/29/2024
US0536111091,3.49,3.681496961,2/29/2024
US05464C1018,1.79,1.828376506,2/29/2024
US05722G1004,13.21,13.30278025,2/29/2024
US0584981064,5.22,5.221707806,2/29/2024
US0605051046,9.85,10.04756517,2/29/2024
US0640581007,2.73,2.788740008,2/29/2024
US0708301041,9.45,9.562215462,2/29/2024
US0718131099,4.45,4.633827383,2/29/2024
US0758871091,5.47,5.606156943,2/29/2024
US0844231029,5.93,5.951110772,2/29/2024
US0846707026,2.72,2.811634703,2/29/2024
US0865161014,2.63,2.778191348,2/29/2024
US0905722072,6.13,6.326266649,2/29/2024
US09062X1037,-0.63,-0.540640839,2/29/2024
US09073M1045,-4.32,-4.258561989,2/29/2024
US09247X1019,3.39,3.499018722,2/29/2024
US09260D1072,2.78,2.832744767,2/29/2024
US0970231058,-5.27,-5.184555864,2/29/2024
US09857L1089,4.85,4.913763444,2/29/2024
US0997241064,11.6,11.73852401,2/29/2024
US1011211018,2.48,2.487306739,2/29/2024
US1011371077,3.44,3.440769458,2/29/2024
US1101221083,6.86,7.051197665,2/29/2024
US11133T1034,1.03,1.20349818,2/29/2024
US11135F1012,2.34,2.424555509,2/29/2024
US1152361010,3.95,3.965769681,2/29/2024
US1156372096,-13.95,-13.94705941,2/29/2024
US12008R1077,6.85,6.945351759,2/29/2024
US12503M1080,-4.31,-4.15814562,2/29/2024
US12504L1098,5.82,5.933114554,2/29/2024
US12514G1085,3.89,4.071602555,2/29/2024
US1252691001,3.08,3.095275875,2/29/2024
US12541W2098,2.78,2.888511167,2/29/2024
US1255231003,8.5,8.618305059,2/29/2024
US12572Q1058,-1.77,-1.593665368,2/29/2024
US1258961002,5.18,5.344860413,2/29/2024
US1264081035,-2.29,-2.250013771,2/29/2024
US1266501006,7.25,7.371119312,2/29/2024
US1270971039,9,9.10369096,2/29/2024
US1273871087,2.27,2.331401107,2/29/2024
US12769G1004,0.62,0.731363194,2/29/2024
US1331311027,5.25,5.441676656,2/29/2024
US1344291091,4.24,4.300835893,2/29/2024
US14040H1059,8.2,8.325617673,2/29/2024
US14149Y1082,0.38,0.473323138,2/29/2024
US1431301027,10.27,10.35528969,2/29/2024
US14448C1045,4.59,4.720114922,2/29/2024
US1488061029,-1.55,-1.40599372,2/29/2024
US1491231015,9.72,9.756359142,2/29/2024
US1508701034,13.09,13.27652464,2/29/2024
US15135B1017,0.06,0.146009733,2/29/2024
US15189T1079,3.6,3.698457981,2/29/2024
US15677J1088,-5.09,-5.065856488,2/29/2024
US1598641074,6.59,6.621535156,2/29/2024
US16119P1084,-1.12,-1.065590534,2/29/2024
US1667641005,3.77,3.808397879,2/29/2024
US1696561059,8.11,8.160581917,2/29/2024
US1713401024,4.18,4.227877776,2/29/2024
US1720621010,9.67,9.779438589,2/29/2024
US17275R1023,3.18,3.21972235,2/29/2024
US1729081059,9.29,9.47786376,2/29/2024
US1729674242,13.97,14.14034255,2/29/2024
US1746101054,15.61,15.66967559,2/29/2024
US1890541097,-0.13,-0.085129147,2/29/2024
US1912161007,2.75,2.848289489,2/29/2024
US1924461023,-7.25,-7.057319749,2/29/2024
US1941621039,4.08,4.189682797,2/29/2024
US20030N1019,1.17,1.187086265,2/29/2024
US2003401070,12.97,13.06640865,2/29/2024
US2058871029,5.56,5.698492483,2/29/2024
US20825C1045,13.1,13.13713747,2/29/2024
US2091151041,4.13,4.283589372,2/29/2024
US21036P1084,9.35,9.451260166,2/29/2024
US21037T1097,9.95,10.14192385,2/29/2024
US2166485019,8.4,8.558670557,2/29/2024
US2172041061,8.97,9.111761647,2/29/2024
US2193501051,2.23,2.341689756,2/29/2024
US2199481068,10.48,10.55993803,2/29/2024
US22052L1044,7.75,7.852399105,2/29/2024
US22160K1051,-1.51,-1.346974391,2/29/2024
US22160N1090,11,11.06113979,2/29/2024
US22822V1017,-2.32,-2.174203905,2/29/2024
US2310211063,9.69,9.765562026,2/29/2024
US23331A1097,10.11,10.14926124,2/29/2024
US2333311072,4.47,4.623597548,2/29/2024
US2358511028,-1.24,-1.050339493,2/29/2024
US2371941053,-2.09,-2.038348955,2/29/2024
US23918K1088,8.73,8.881013441,2/29/2024
US2435371073,3.46,3.545217803,2/29/2024
US2441991054,12.92,12.99086444,2/29/2024
US2473617023,13.25,13.44453797,2/29/2024
US24906P1093,2.05,2.086859052,2/29/2024
US25179M1036,14.94,15.00205879,2/29/2024
US2521311074,20.54,20.69573902,2/29/2024
US25278X1090,10.44,10.60631293,2/29/2024
US2538681030,-1.05,-0.94699121,2/29/2024
US2546871060,9.66,9.805137022,2/29/2024
US2547091080,8.61,8.733506286,2/29/2024
US2566771059,7.4,7.536022243,2/29/2024
US2567461080,-9.22,-9.188381954,2/29/2024
US25746U1097,2.84,3.001693967,2/29/2024
US25754A2015,11.2,11.25350616,2/29/2024
US2600031080,7.14,7.31956998,2/29/2024
US2605571031,3.67,3.807358126,2/29/2024
US26441C2044,5.31,5.433639098,2/29/2024
US26614N1028,10.81,10.89617466,2/29/2024
US26875P1012,11.69,11.71475672,2/29/2024
US26884L1098,-0.22,-0.146850741,2/29/2024
US2774321002,15.24,15.384533,2/29/2024
US2786421030,12.23,12.42650533,2/29/2024
US2788651006,2.95,3.001884901,2/29/2024
US2810201077,5.15,5.273324097,2/29/2024
US28176E1082,12.6,12.67330291,2/29/2024
US2855121099,-4.88,-4.709712155,2/29/2024
US2910111044,6.15,6.291238371,2/29/2024
US29355A1079,-4.75,-4.717978663,2/29/2024
US29364G1031,4.05,4.177926744,2/29/2024
US29414B1044,-9.28,-9.102535478,2/29/2024
US2944291051,-2.22,-2.129828979,2/29/2024
US29444U7000,-7.14,-6.958657873,2/29/2024
US29476L1070,5.95,6.002837885,2/29/2024
US2971781057,6.87,6.887393059,2/29/2024
US29786A1060,-4.14,-4.101843615,2/29/2024
US30034W1062,9.09,9.249523506,2/29/2024
US30040W1080,3.06,3.252922577,2/29/2024
US30161N1019,5.95,6.033571494,2/29/2024
US30212P3038,0.68,0.726225286,2/29/2024
US3021301094,1.65,1.734944313,2/29/2024
US30225T1025,5.46,5.541348805,2/29/2024
US30231G1022,11.21,11.40345678,2/29/2024
US3024913036,14.01,14.09845158,2/29/2024
US30303M1027,-0.93,-0.86472559,2/29/2024
US3030751057,-1.77,-1.672455208,2/29/2024
US3032501047,-1.6,-1.429532084,2/29/2024
US3119001044,5.66,5.84115412,2/29/2024
US3137451015,2.35,2.352858438,2/29/2024
US31428X1063,16.97,17.12325386,2/29/2024
US3156161024,1.27,1.291145299,2/29/2024
US31620M1062,7.77,7.860930063,2/29/2024
US3167731005,9.39,9.54624661,2/29/2024
US3364331070,9.69,9.729599785,2/29/2024
US3377381088,7.07,7.198774104,2/29/2024
US3379321074,5.49,5.649113152,2/29/2024
US3453708600,6.75,6.843218172,2/29/2024
US34959E1091,-1.16,-1.061722262,2/29/2024
US34959J1088,1.05,1.066796308,2/29/2024
US35137L1052,5.92,6.006453098,2/29/2024
US35137L2043,5.56,5.600332389,2/29/2024
US3546131018,3.55,3.721968533,2/29/2024
US35671D8570,24.36,24.53606849,2/29/2024
US36266G1076,-0.41,-0.212168673,2/29/2024
US3635761097,2.5,2.678763461,2/29/2024
US3666511072,2.39,2.511875584,2/29/2024
US3687361044,12.11,12.29989649,2/29/2024
US3695501086,3.38,3.568114469,2/29/2024
US3696043013,11.88,11.99123604,2/29/2024
US3703341046,9.02,9.165439669,2/29/2024
US37045V1008,10.66,10.70256794,2/29/2024
US3724601055,3.8,3.932585367,2/29/2024
US3755581036,2.65,2.80598462,2/29/2024
US37940X1028,3.25,3.447036302,2/29/2024
US37959E1029,-8.32,-8.264332937,2/29/2024
US38141G1040,7.36,7.396965316,2/29/2024
US3848021040,4.5,4.514938324,2/29/2024
US40412C1018,7.22,7.413189506,2/29/2024
US40434L1052,7.64,7.803585568,2/29/2024
US4062161017,12.95,13.03565638,2/29/2024
US4165151048,8.06,8.180811488,2/29/2024
US4180561072,12.39,12.39336377,2/29/2024
US42250P1030,11.94,12.05111247,2/29/2024
US4262811015,0.29,0.441883336,2/29/2024
US4278661081,3.5,3.64018838,2/29/2024
US42809H1077,5.03,5.084287594,2/29/2024
US42824C1099,17.28,17.32460742,2/29/2024
US43300A2033,4.4,4.434467395,2/29/2024
US4364401012,5.64,5.754876987,2/29/2024
US4370761029,1.39,1.545107725,2/29/2024
US4385161066,3.28,3.370453416,2/29/2024
US4404521001,-1.22,-1.159382068,2/29/2024
US44107P1049,0.68,0.879995763,2/29/2024
US4432011082,2.82,2.841612345,2/29/2024
US4435106079,9.03,9.092353364,2/29/2024
US4448591028,-0.78,-0.617095582,2/29/2024
US4456581077,-3.42,-3.264280359,2/29/2024
US4461501045,8.25,8.262876577,2/29/2024
US4464131063,-0.05,0.050805558,2/29/2024
US45167R1041,3.44,3.60645947,2/29/2024
US45168D1046,-6.14,-6.112523588,2/29/2024
US4523081093,2.89,3.038668471,2/29/2024
US4523271090,-1.8,-1.60060962,2/29/2024
US45337C1027,-2.38,-2.300212313,2/29/2024
US45687V1061,3.99,4.089457975,2/29/2024
US45784P1012,4.51,4.602837048,2/29/2024
US4581401001,2.6,2.614768525,2/29/2024
US45866F1049,-0.39,-0.244808081,2/29/2024
US4592001014,3.2,3.214409197,2/29/2024
US4595061015,14.44,14.52344743,2/29/2024
US4601461035,10.35,10.50908504,2/29/2024
US4606901001,3.92,3.970651305,2/29/2024
US4612021034,-1.94,-1.89998915,2/29/2024
US46120E6023,3.5,3.631279756,2/29/2024
US46187W1071,5.36,5.544402165,2/29/2024
US46266C1053,2.32,2.387544777,2/29/2024
US46284V1017,2.85,2.913462517,2/29/2024
US46625H1005,7.65,7.772564837,2/29/2024
US4663131039,-7.04,-6.951268176,2/29/2024
US46982L1089,4.83,4.890102687,2/29/2024
US4781601046,-1.98,-1.908247471,2/29/2024
US48203R1041,0.08,0.090912272,2/29/2024
US4824801009,2.38,2.380224765,2/29/2024
US4878361082,3.88,3.901184677,2/29/2024
US49177J1025,12.95,13.03045203,2/29/2024
US49271V1008,3.26,3.274102348,2/29/2024
US4932671088,10.79,10.86878157,2/29/2024
US49338L1035,1.35,1.361377101,2/29/2024
US4943681035,7.79,7.898461341,2/29/2024
US49446R1095,0.47,0.66400001,2/29/2024
US49456B1017,5.46,5.530701784,2/29/2024
US5007541064,5.8,5.954914361,2/29/2024
US5010441013,15.16,15.2886693,2/29/2024
US5018892084,2.73,2.888871709,2/29/2024
US5024311095,1.23,1.309894655,2/29/2024
US50540R4092,1.22,1.290628903,2/29/2024
US5128071082,3.77,3.966721361,2/29/2024
US5132721045,4.23,4.248184615,2/29/2024
US5178341070,-5.17,-5.130480394,2/29/2024
US5184391044,3.75,3.862666879,2/29/2024
US5253271028,2.83,2.924303942,2/29/2024
US5260571048,8.5,8.596363554,2/29/2024
US5324571083,3.22,3.363971443,2/29/2024
US5380341090,9.06,9.239296597,2/29/2024
US5398301094,6.22,6.359709148,2/29/2024
US5404241086,4.21,4.30904412,2/29/2024
US5486611073,5.84,6.032850707,2/29/2024
US5500211090,-16.37,-16.29504801,2/29/2024
US55261F1049,5.07,5.14072568,2/29/2024
US5529531015,9.08,9.17948389,2/29/2024
US55354G1004,-0.09,0.074322333,2/29/2024
US5658491064,16.87,16.98621202,2/29/2024
US56585A1025,19.07,19.20328048,2/29/2024
US57060D1081,2.74,2.902752554,2/29/2024
US5717481023,1.83,1.855188195,2/29/2024
US5719032022,0.98,1.170181392,2/29/2024
US5732841060,6.4,6.591348613,2/29/2024
US5745991068,2.76,2.916342281,2/29/2024
US57636Q1040,1.43,1.512626634,2/29/2024
US57667L1070,0.67,0.741602741,2/29/2024
US5797802064,11.55,11.5538895,2/29/2024
US5801351017,-3.53,-3.380866152,2/29/2024
US58155Q1031,2.96,3.11039109,2/29/2024
US58933Y1055,4.44,4.57682438,2/29/2024
US59156R1086,6.27,6.315588747,2/29/2024
US5926881054,6.74,6.924947551,2/29/2024
US5949181045,1.71,1.72261579,2/29/2024
US5950171042,6.62,6.644542504,2/29/2024
US5951121038,30.23,30.29072926,2/29/2024
US59522J1034,4.69,4.807477575,2/29/2024
US60770K1079,15.52,15.61819908,2/29/2024
US6081901042,10.34,10.44558913,2/29/2024
US60855R1005,4.3,4.318572704,2/29/2024
US60871R2094,7.74,7.762823525,2/29/2024
US6092071058,-3.62,-3.597522928,2/29/2024
US6098391054,-5.74,-5.67133076,2/29/2024
US61174X1090,0.3,0.39937241,2/29/2024
US6153691059,3.59,3.715390588,2/29/2024
US6174464486,9.44,9.506781218,2/29/2024
US61945C1036,4.87,5.033030603,2/29/2024
US6200763075,7.75,7.930177862,2/29/2024
US6293775085,22.36,22.53847112,2/29/2024
US62944T1051,6.22,6.283020522,2/29/2024
US6311031081,12.69,12.8336314,2/29/2024
US64110D1046,17.79,17.88064887,2/29/2024
US64110L1061,0.73,0.811682467,2/29/2024
US6516391066,15.54,15.69151486,2/29/2024
US65249B1098,-2.23,-2.074171079,2/29/2024
US65249B2088,-2.97,-2.810202013,2/29/2024
US65339F1012,15.8,15.98270488,2/29/2024
US6541061031,-9.25,-9.141212809,2/29/2024
US65473P1057,6.14,6.211159991,2/29/2024
US6556631025,3.35,3.465358276,2/29/2024
US6558441084,0.59,0.661804704,2/29/2024
US6658591044,9.26,9.34855695,2/29/2024
US6668071029,3.83,3.965356747,2/29/2024
US6687711084,4.23,4.349252769,2/29/2024
US6703461052,3.19,3.330549474,2/29/2024
US67066G1040,14.22,14.40665943,2/29/2024
US67103H1077,3.81,3.95134417,2/29/2024
US6745991058,7.61,7.744483296,2/29/2024
US6795801009,-0.75,-0.717485543,2/29/2024
US6819191064,10.31,10.48541691,2/29/2024
US6821891057,-6.8,-6.729255316,2/29/2024
US6826801036,6.72,6.802557359,2/29/2024
US68389X1054,12.47,12.52649207,2/29/2024
US68902V1070,4.17,4.312092566,2/29/2024
US69331C1080,0.48,0.622276515,2/29/2024
US6934751057,9.78,9.963202977,2/29/2024
US6935061076,2.33,2.508545284,2/29/2024
US69351T1060,5.4,5.562352491,2/29/2024
US69370C1009,3.24,3.245683631,2/29/2024
US6937181088,11.72,11.81417336,2/29/2024
US6951561090,5.46,5.657765963,2/29/2024
US6974351057,-8.51,-8.350827836,2/29/2024
US7010941042,3.8,3.962762264,2/29/2024
US7043261079,0.15,0.329608465,2/29/2024
US70432V1026,9.33,9.380175119,2/29/2024
US70450Y1038,11.02,11.15675996,2/29/2024
US7134481081,5.85,5.929852155,2/29/2024
US7140461093,-4.19,-4.169187477,2/29/2024
US7170811035,4.48,4.619689121,2/29/2024
US7181721090,3.26,3.436506716,2/29/2024
US7185461040,14.62,14.78050787,2/29/2024
US7234841010,9.37,9.548848938,2/29/2024
US7237871071,12.82,12.82960751,2/29/2024
US73278L1052,1.63,1.805109217,2/29/2024
US74144T1088,8.72,8.900855203,2/29/2024
US74251V1026,7.66,7.70245043,2/29/2024
US7427181091,2.08,2.174057995,2/29/2024
US7433151039,9.11,9.227705429,2/29/2024
US74340W1036,-1.56,-1.395749402,2/29/2024
US7443201022,7.72,7.723314363,2/29/2024
US7445731067,8,8.180358715,2/29/2024
US74460D1090,3.24,3.273552914,2/29/2024
US7458671010,11.5,11.51885714,2/29/2024
US74736K1016,0.24,0.377307586,2/29/2024
US7475251036,7.29,7.432268474,2/29/2024
US74762E1029,7.57,7.653532286,2/29/2024
US74834L1008,6.58,6.624391092,2/29/2024
US7512121010,1.4,1.537254823,2/29/2024
US7547301090,7.11,7.290741365,2/29/2024
US75513E1010,8.77,8.817669297,2/29/2024
US7561091049,4.31,4.392885336,2/29/2024
US7588491032,-1.16,-0.999664203,2/29/2024
US75886F1075,-0.37,-0.216843411,2/29/2024
US7591EP1005,12.94,13.1144181,2/29/2024
US7607591002,4.27,4.328731483,2/29/2024
US7611521078,13.99,14.06739776,2/29/2024
