Identifier,Return,Expected Return,Date
US0200021014,15.01,15.0597536,10/31/2023
US02079K1079,-4.97,-4.842934284,10/31/2023
US02079K3059,-5.18,-5.094128543,10/31/2023
US02209S1033,-4.47,-4.310353671,10/31/2023
US0231351067,4.7,4.845206929,10/31/2023
US0236081024,1.18,1.326973395,10/31/2023
US02376R1023,-12.96,-12.78891978,10/31/2023
US0255371017,0.43,0.569088636,10/31/2023
US0258161092,-1.72,-1.667135012,10/31/2023
US0268747849,1.17,1.181647797,10/31/2023
US03027X1000,9.46,9.473026374,10/31/2023
US0304201033,-4.99,-4.82245828,10/31/2023
US03073E1055,2.88,3.054806563,10/31/2023
US03076C1062,-4.58,-4.50111736,10/31/2023
US0311001004,-4.73,-4.696376705,10/31/2023
US0311621009,-4.86,-4.726994738,10/31/2023
US0320951017,-4.1,-3.927453609,10/31/2023
US0326541051,-10.14,-9.955534356,10/31/2023
US03662Q1058,-6.48,-6.373217893,10/31/2023
US0367521038,3.37,3.560825669,10/31/2023
US03743Q1085,-2.78,-2.610513961,10/31/2023
US0378331005,-0.26,-0.172224369,10/31/2023
US0382221051,-4.41,-4.32623513,10/31/2023
US0394831020,-5.1,-4.936353728,10/31/2023
US0404131064,8.94,9.091665109,10/31/2023
US04621X1081,3.71,3.812167398,10/31/2023
US0495601058,1.63,1.676952977,10/31/2023
US0527691069,-4.49,-4.40986416,10/31/2023
US0530151036,-9.29,-9.268214348,10/31/2023
US0533321024,-2.47,-2.308166725,10/31/2023
US0534841012,-3.49,-3.329921081,10/31/2023
US0536111091,-4.71,-4.582463919,10/31/2023
US05464C1018,2.76,2.903689957,10/31/2023
US05722G1004,-2.55,-2.477915475,10/31/2023
US0584981064,-3.27,-3.247693897,10/31/2023
US0605051046,-3.8,-3.737245113,10/31/2023
US0640581007,0.64,0.642042153,10/31/2023
US0708301041,-12.28,-12.1012633,10/31/2023
US0718131099,-14.07,-13.89915708,10/31/2023
US0758871091,-2.22,-2.029672122,10/31/2023
US0844231029,6.19,6.230430844,10/31/2023
US0846707026,-2.56,-2.469903164,10/31/2023
US0865161014,-3.81,-3.759084201,10/31/2023
US0905722072,-23.2,-23.18061048,10/31/2023
US09062X1037,-7.58,-7.543668185,10/31/2023
US09073M1045,-19.74,-19.66556621,10/31/2023
US09247X1019,-5.29,-5.152016186,10/31/2023
US09260D1072,-13.03,-12.84200038,10/31/2023
US0970231058,-2.54,-2.477123532,10/31/2023
US09857L1089,-9.55,-9.376335961,10/31/2023
US0997241064,-8.6,-8.502015315,10/31/2023
US1011211018,-9.94,-9.750798875,10/31/2023
US1011371077,-3.05,-2.87606455,10/31/2023
US1101221083,-10.32,-10.29775055,10/31/2023
US11133T1034,-4.7,-4.661990158,10/31/2023
US11135F1012,1.3,1.366720772,10/31/2023
US1152361010,-0.42,-0.402573547,10/31/2023
US1156372096,-2.65,-2.560659651,10/31/2023
US12503M1080,4.92,4.996611309,10/31/2023
US12504L1098,-6.12,-5.952314278,10/31/2023
US12514G1085,-0.67,-0.577919462,10/31/2023
US1252691001,-6.95,-6.852739273,10/31/2023
US12541W2098,-4.99,-4.795729751,10/31/2023
US1255231003,8.09,8.172739577,10/31/2023
US12572Q1058,6.61,6.663940151,10/31/2023
US1258961002,2.32,2.478324656,10/31/2023
US1264081035,-2.93,-2.756698373,10/31/2023
US1266501006,-0.31,-0.279709607,10/31/2023
US1270971039,1.66,1.844830201,10/31/2023
US1273871087,2.37,2.477851805,10/31/2023
US12769G1004,-13.94,-13.8074654,10/31/2023
US1331311027,-10.26,-10.23823258,10/31/2023
US1344291091,-0.72,-0.533473827,10/31/2023
US14040H1059,4.37,4.374725012,10/31/2023
US14149Y1082,5.42,5.568540657,10/31/2023
US1431301027,-13.63,-13.5204586,10/31/2023
US14448C1045,-13.32,-13.16287228,10/31/2023
US1488061029,-24.47,-24.34100983,10/31/2023
US1491231015,-16.77,-16.67647349,10/31/2023
US1508701034,-8.21,-8.181296567,10/31/2023
US15135B1017,0.15,0.18926602,10/31/2023
US15189T1079,0.11,0.279318675,10/31/2023
US15677J1088,-5.66,-5.640319442,10/31/2023
US1598641074,-14.09,-13.9460139,10/31/2023
US16119P1084,-8.42,-8.296522788,10/31/2023
US1667641005,-13.57,-13.48068551,10/31/2023
US1696561059,6.03,6.19492725,10/31/2023
US1713401024,-0.75,-0.672283667,10/31/2023
US1720621010,-2.56,-2.491224938,10/31/2023
US17275R1023,-2.33,-2.175200288,10/31/2023
US1729081059,5.43,5.553011703,10/31/2023
US1729674242,-3.99,-3.823371895,10/31/2023
US1746101054,-11.01,-10.90792733,10/31/2023
US1890541097,-9.31,-9.208451261,10/31/2023
US1912161007,0.91,1.091952774,10/31/2023
US1924461023,-4.83,-4.809793578,10/31/2023
US1941621039,6.33,6.373788604,10/31/2023
US20030N1019,-6.26,-6.144989171,10/31/2023
US2003401070,-5.17,-5.085747348,10/31/2023
US2058871029,-0.22,-0.170135413,10/31/2023
US20825C1045,-0.83,-0.708748864,10/31/2023
US2091151041,2.64,2.669541898,10/31/2023
US21036P1084,-6.84,-6.781975796,10/31/2023
US21037T1097,3.52,3.570103862,10/31/2023
US2166485019,-1.97,-1.917912878,10/31/2023
US2172041061,1,1.023624582,10/31/2023
US2193501051,-12.18,-12.16483646,10/31/2023
US2199481068,-11.82,-11.71386128,10/31/2023
US22052L1044,-5.9,-5.884064064,10/31/2023
US22160K1051,-2.22,-2.124857831,10/31/2023
US22160N1090,-4.53,-4.352331068,10/31/2023
US22822V1017,1.03,1.147716311,10/31/2023
US2310211063,-5.32,-5.138694034,10/31/2023
US23331A1097,-2.86,-2.760210465,10/31/2023
US2333311072,-2.92,-2.745680737,10/31/2023
US23355L1061,1.54,1.639300745,10/31/2023
US2358511028,-12.57,-12.44705861,10/31/2023
US2371941053,2.58,2.73638211,10/31/2023
US23918K1088,-18.3,-18.15862545,10/31/2023
US2441991054,-3.19,-3.088357733,10/31/2023
US2473617023,-15.31,-15.27186711,10/31/2023
US24906P1093,-10.98,-10.86181653,10/31/2023
US25179M1036,-2.37,-2.173023911,10/31/2023
US2521311074,-4.79,-4.649191355,10/31/2023
US25278X1090,3.51,3.594559548,10/31/2023
US2538681030,2.76,2.911446108,10/31/2023
US2546871060,0.67,0.859837107,10/31/2023
US2547091080,-5.25,-5.210836941,10/31/2023
US2566771059,13.15,13.34230246,10/31/2023
US2567461080,4.36,4.481482955,10/31/2023
US25746U1097,-9.74,-9.595955535,10/31/2023
US25754A2015,-10.51,-10.48651504,10/31/2023
US2600031080,-6.85,-6.820748473,10/31/2023
US2605571031,-6.25,-6.227797725,10/31/2023
US26441C2044,0.71,0.877881434,10/31/2023
US26614N1028,-2.29,-2.285717994,10/31/2023
US26875P1012,0.21,0.211425234,10/31/2023
US26884L1098,4.44,4.530700967,10/31/2023
US2774321002,-2.59,-2.434082578,10/31/2023
US2786421030,-11.02,-10.83189569,10/31/2023
US2788651006,-0.98,-0.832631581,10/31/2023
US2810201077,-0.36,-0.291628064,10/31/2023
US28176E1082,-8.03,-7.876537875,10/31/2023
US2855121099,2.82,2.841618109,10/31/2023
US2910111044,-7.87,-7.864751132,10/31/2023
US29355A1079,-33.77,-33.64399634,10/31/2023
US29364G1031,3.34,3.419382201,10/31/2023
US29414B1044,-14.91,-14.79002681,10/31/2023
US2944291051,-7.43,-7.277829494,10/31/2023
US29444U7000,0.47,0.620249265,10/31/2023
US29476L1070,-5.76,-5.685277759,10/31/2023
US2971781057,0.86,1.055503599,10/31/2023
US29786A1060,-3.53,-3.476483849,10/31/2023
US30034W1062,-3.08,-3.021568835,10/31/2023
US30040W1080,-7.5,-7.34981324,10/31/2023
US30161N1019,3.04,3.160735801,10/31/2023
US30212P3038,-7.55,-7.412009601,10/31/2023
US3021301094,-4.69,-4.568388996,10/31/2023
US30225T1025,-14.8,-14.69515208,10/31/2023
US30231G1022,-9.98,-9.913562508,10/31/2023
US3024913036,-20.56,-20.54731936,10/31/2023
US30303M1027,0.35,0.546266606,10/31/2023
US3030751057,-1.23,-1.052735597,10/31/2023
US3032501047,-2.61,-2.503635554,10/31/2023
US3119001044,7.43,7.457800062,10/31/2023
US3137451015,0.62,0.704010161,10/31/2023
US31428X1063,-9.37,-9.226828099,10/31/2023
US3156161024,-5.93,-5.923662099,10/31/2023
US31620M1062,-11.15,-11.10547896,10/31/2023
US3167731005,-6.4,-6.350155868,10/31/2023
US3364331070,-11.84,-11.73013232,10/31/2023
US3377381088,0.7,0.865715182,10/31/2023
US3379321074,4.15,4.334891107,10/31/2023
US3453708600,-20.29,-20.13485418,10/31/2023
US34959E1091,-2.57,-2.555619088,10/31/2023
US34959J1088,-11.97,-11.79382311,10/31/2023
US35137L1052,-2.6,-2.575984808,10/31/2023
US35137L2043,-3.36,-3.328827535,10/31/2023
US3546131018,-7.28,-7.256172348,10/31/2023
US35671D8570,-9.04,-8.95101164,10/31/2023
US36266G1076,-2.12,-2.089915559,10/31/2023
US3635761097,3.32,3.40992915,10/31/2023
US3666511072,-3.37,-3.297723087,10/31/2023
US3687361044,-22.84,-22.7522821,10/31/2023
US3695501086,9.87,9.930344156,10/31/2023
US3696043013,-1.74,-1.544533531,10/31/2023
US3703341046,2.92,3.008932374,10/31/2023
US37045V1008,-14.47,-14.30916346,10/31/2023
US3724601055,-10.75,-10.57770011,10/31/2023
US3755581036,4.8,4.808409596,10/31/2023
US37940X1028,-7.95,-7.813323244,10/31/2023
US37959E1029,7.24,7.240851759,10/31/2023
US38141G1040,-6.17,-6.00395979,10/31/2023
US3848021040,5.49,5.499921497,10/31/2023
US40412C1018,-8.07,-7.96173346,10/31/2023
US40434L1052,2.45,2.56585667,10/31/2023
US4062161017,-2.86,-2.674636876,10/31/2023
US4165151048,3.58,3.692569176,10/31/2023
US4180561072,-30.68,-30.5879583,10/31/2023
US42250P1030,-15.31,-15.20671624,10/31/2023
US4262811015,-6.72,-6.661596445,10/31/2023
US4278661081,-6.36,-6.172959237,10/31/2023
US42809H1077,-5.62,-5.440198074,10/31/2023
US42824C1099,-11.46,-11.28215391,10/31/2023
US43300A2033,0.9,0.923592924,10/31/2023
US4364401012,-4.65,-4.546909197,10/31/2023
US4370761029,-5.78,-5.634811424,10/31/2023
US4385161066,-0.8,-0.78407121,10/31/2023
US4404521001,-13.67,-13.49162047,10/31/2023
US44107P1049,-3.67,-3.496434994,10/31/2023
US4432011082,-4.65,-4.498785315,10/31/2023
US4435106079,-9.86,-9.759493406,10/31/2023
US4448591028,7.64,7.699274799,10/31/2023
US4456581077,-8.83,-8.744606601,10/31/2023
US4461501045,-7.21,-7.13922214,10/31/2023
US4464131063,7.45,7.483023323,10/31/2023
US45167R1041,-7.7,-7.683963076,10/31/2023
US45168D1046,-8.64,-8.630080019,10/31/2023
US4523081093,-2.69,-2.668504975,10/31/2023
US4523271090,-20.29,-20.14479936,10/31/2023
US45337C1027,-6.65,-6.554739798,10/31/2023
US45687V1061,-4.77,-4.680138855,10/31/2023
US45784P1012,-16.88,-16.71265277,10/31/2023
US4581401001,2.67,2.838222499,10/31/2023
US45866F1049,-2.35,-2.30539425,10/31/2023
US4592001014,3.09,3.150273799,10/31/2023
US4595061015,0.26,0.448335291,10/31/2023
US4601461035,-4.91,-4.805037125,10/31/2023
US4606901001,-0.91,-0.868785345,10/31/2023
US4612021034,-2.96,-2.890291159,10/31/2023
US46120E6023,-10.29,-10.10847317,10/31/2023
US46187W1071,-6.31,-6.203893833,10/31/2023
US46266C1053,-8.09,-8.087524826,10/31/2023
US46284V1017,-0.64,-0.48337999,10/31/2023
US46625H1005,-3.41,-3.282806413,10/31/2023
US46982L1089,-2.15,-2.015882243,10/31/2023
US4781601046,-4.76,-4.670450477,10/31/2023
US48203R1041,-3.13,-2.973561056,10/31/2023
US4824801009,2.41,2.488897289,10/31/2023
US4878361082,-10.45,-10.34081108,10/31/2023
US49177J1025,-7.37,-7.293438958,10/31/2023
US49271V1008,-3.93,-3.749242268,10/31/2023
US4932671088,-5.02,-4.866793878,10/31/2023
US49338L1035,-7.75,-7.668457131,10/31/2023
US4943681035,-1,-0.976485903,10/31/2023
US49446R1095,1.99,2.067594859,10/31/2023
US49456B1017,-0.58,-0.576788844,10/31/2023
US5007541064,-6.48,-6.330839627,10/31/2023
US5010441013,1.39,1.445838493,10/31/2023
US5018892084,-11.29,-11.15803534,10/31/2023
US5024311095,3.04,3.042877407,10/31/2023
US50540R4092,-0.66,-0.645531129,10/31/2023
US5128071082,-6.15,-6.045721853,10/31/2023
US5132721045,-2.88,-2.843167062,10/31/2023
US5178341070,3.53,3.533358867,10/31/2023
US5184391044,-10.85,-10.69815403,10/31/2023
US5253271028,7.55,7.713039612,10/31/2023
US5260571048,-4.63,-4.569542311,10/31/2023
US5324571083,3.13,3.21627366,10/31/2023
US5380341090,-3.64,-3.510167377,10/31/2023
US5398301094,11.17,11.36509759,10/31/2023
US5404241086,1.11,1.213414341,10/31/2023
US5486611073,-7.77,-7.625874451,10/31/2023
US5500211090,-4.71,-4.68561155,10/31/2023
US55261F1049,-10.83,-10.68727738,10/31/2023
US5529531015,-5.01,-4.976826561,10/31/2023
US55354G1004,-8.09,-7.950991446,10/31/2023
US5658491064,2.09,2.120706509,10/31/2023
US56585A1025,-0.06,0.051265589,10/31/2023
US57060D1081,0.05,0.215801904,10/31/2023
US5717481023,0.03,0.167347069,10/31/2023
US5719032022,-4.07,-3.905819949,10/31/2023
US5732841060,-0.38,-0.262092512,10/31/2023
US5745991068,-2.54,-2.513107168,10/31/2023
US57636Q1040,-4.8,-4.770420312,10/31/2023
US57667L1070,-11.68,-11.54578691,10/31/2023
US5797802064,-15.01,-14.97362701,10/31/2023
US5801351017,-0.48,-0.35094531,10/31/2023
US58155Q1031,4.72,4.788620215,10/31/2023
US58933Y1055,-0.24,-0.1431218,10/31/2023
US59156R1086,-4.61,-4.451801359,10/31/2023
US5926881054,-11.09,-10.98690686,10/31/2023
US5949181045,7.08,7.142023898,10/31/2023
US5950171042,-8.66,-8.614819374,10/31/2023
US5951121038,-1.54,-1.371796353,10/31/2023
US59522J1034,-7.19,-7.054668119,10/31/2023
US60770K1079,-26.46,-26.29863999,10/31/2023
US6081901042,-6.33,-6.193545013,10/31/2023
US60855R1005,1.54,1.670995749,10/31/2023
US60871R2094,-9.15,-8.967393281,10/31/2023
US6092071058,-4.6,-4.511238244,10/31/2023
US6098391054,-4.39,-4.309820365,10/31/2023
US61174X1090,-3.49,-3.385421365,10/31/2023
US6153691059,-2.58,-2.461729286,10/31/2023
US6174464486,-12.24,-12.19266848,10/31/2023
US61945C1036,-8.76,-8.746585314,10/31/2023
US6200763075,2.28,2.401009859,10/31/2023
US6293775085,11,11.0706963,10/31/2023
US62944T1051,-9.23,-9.126081453,10/31/2023
US6311031081,2.08,2.228027175,10/31/2023
US64110D1046,-3.45,-3.268057085,10/31/2023
US64110L1061,9.03,9.193347803,10/31/2023
US6516391066,1.41,1.46208152,10/31/2023
US65249B1098,3.09,3.183489816,10/31/2023
US65249B2088,2.73,2.786515825,10/31/2023
US65339F1012,1.76,1.779047328,10/31/2023
US6541061031,7.48,7.671319838,10/31/2023
US65473P1057,2.96,3.07176168,10/31/2023
US6556631025,-4.74,-4.70408313,10/31/2023
US6558441084,-3.12,-3.05975809,10/31/2023
US6658591044,-5.14,-5.132725286,10/31/2023
US6668071029,7.1,7.16383703,10/31/2023
US6687711084,-5.77,-5.598684512,10/31/2023
US6703461052,-5.47,-5.332262227,10/31/2023
US67066G1040,-6.25,-6.140838586,10/31/2023
US67103H1077,2.37,2.395283806,10/31/2023
US6745991058,-4.73,-4.707996331,10/31/2023
US6795801009,-7.94,-7.801829934,10/31/2023
US6819191064,0.58,0.712264714,10/31/2023
US6821891057,-32.61,-32.41549609,10/31/2023
US6826801036,4.3,4.406215507,10/31/2023
US68389X1054,-2.02,-1.962438142,10/31/2023
US68622V1061,-5.3,-5.179004787,10/31/2023
US68902V1070,-3.86,-3.67781339,10/31/2023
US69331C1080,1.05,1.060581864,10/31/2023
US6934751057,-5.54,-5.431393126,10/31/2023
US6935061076,-5.42,-5.365429454,10/31/2023
US69351T1060,4.29,4.409162999,10/31/2023
US69370C1009,-0.89,-0.870854954,10/31/2023
US6937181088,-2.93,-2.820795864,10/31/2023
US6951561090,-0.33,-0.27032691,10/31/2023
US6974351057,3.66,3.828614632,10/31/2023
US7010941042,-5.29,-5.216828455,10/31/2023
US7043261079,-3.71,-3.628498362,10/31/2023
US70432V1026,-5.52,-5.434680159,10/31/2023
US70450Y1038,-11.39,-11.21173088,10/31/2023
US7134481081,-3.64,-3.536913608,10/31/2023
US7140461093,-25.11,-24.97148538,10/31/2023
US7170811035,-7.87,-7.75952227,10/31/2023
US7181721090,-3.69,-3.627988926,10/31/2023
US7185461040,-5.06,-4.997208191,10/31/2023
US7234841010,1.87,1.954557061,10/31/2023
US7237871071,4.12,4.241000266,10/31/2023
US73278L1052,-11.33,-11.27742714,10/31/2023
US74144T1088,-13.7,-13.54370089,10/31/2023
US74251V1026,-6.09,-6.019977257,10/31/2023
US7427181091,3.51,3.522129271,10/31/2023
US7433151039,13.57,13.63442509,10/31/2023
US74340W1036,-10.21,-10.14929856,10/31/2023
US7443201022,-3.64,-3.629425383,10/31/2023
US7445731067,8.33,8.511869844,10/31/2023
US74460D1090,-9.41,-9.258879611,10/31/2023
US7458671010,-0.62,-0.568861689,10/31/2023
US74736K1016,-8.43,-8.297184905,10/31/2023
US7475251036,-1.86,-1.706957132,10/31/2023
US74762E1029,-10.66,-10.63585311,10/31/2023
US74834L1008,7.38,7.486867677,10/31/2023
US7512121010,-3.07,-2.875255029,10/31/2023
US7547301090,-4.97,-4.779777033,10/31/2023
US75513E1010,13.09,13.20846925,10/31/2023
US7561091049,-4.61,-4.495554395,10/31/2023
US7588491032,1.38,1.461971246,10/31/2023
US75886F1075,-5.23,-5.049079987,10/31/2023
US7591EP1005,-15.52,-15.35681649,10/31/2023
US7607591002,4.2,4.204699826,10/31/2023
US7611521078,-4.5,-4.467187967,10/31/2023
US7703231032,2.03,2.206156238,10/31/2023
US7739031091,-8.07,-7.890298219,10/31/2023
US7757111049,0.75,0.907514737,10/31/2023
US7766961061,1.03,1.207293819,10/31/2023
US7782961038,2.67,2.858198176,10/31/2023
US78409V1044,-4.41,-4.215334697,10/31/2023
US78410G1040,4.23,4.312714745,10/31/2023
US79466L3024,-0.96,-0.77020996,10/31/2023
US8064071025,-12.48,-12.35111796,10/31/2023
US8085131055,-5.21,-5.141677762,10/31/2023
US81211K1007,-6.3,-6.286238692,10/31/2023
US8168511090,2.94,3.064328302,10/31/2023
US81762P1021,4.1,4.179330241,10/31/2023
US8243481061,-6.6,-6.581982609,10/31/2023
US8288061091,1.72,1.910590495,10/31/2023
US83088M1027,-12.02,-11.99234278,10/31/2023
US8318652091,5.97,6.027146286,10/31/2023
US8326964058,-7.38,-7.267083149,10/31/2023
US8330341012,1.13,1.304593402,10/31/2023
US83417M1045,-41.36,-41.28704591,10/31/2023
US8425871071,3.99,4.089461435,10/31/2023
US8447411088,-17.88,-17.87883877,10/31/2023
US8545021011,1.76,1.848298977,10/31/2023
US8552441094,1.06,1.118678344,10/31/2023
US8574771031,-3.48,-3.47306379,10/31/2023
US8581191009,-0.66,-0.648597778,10/31/2023
US8636671013,-1.12,-0.974000869,10/31/2023
US8716071076,2.28,2.293449085,10/31/2023
US87165B1035,-7.43,-7.298728447,10/31/2023
US8718291078,1.46,1.621017976,10/31/2023
US8725401090,-0.91,-0.768534806,10/31/2023
US8725901040,2.72,2.905387635,10/31/2023
US8740541094,-4.73,-4.711554368,10/31/2023
US8760301072,-4.14,-4.09665086,10/31/2023
US87612E1064,0.2,0.31889358,10/31/2023
US87612G1013,-1.88,-1.74323372,10/31/2023
US8793601050,-8.32,-8.1888563,10/31/2023
US8793691069,-5.94,-5.815646102,10/31/2023
US8807701029,-17.11,-17.04843015,10/31/2023
US88160R1014,-19.73,-19.70246891,10/31/2023
US8825081040,-9.86,-9.838017479,10/31/2023
US8832031012,-2.74,-2.66779559,10/31/2023
US8835561023,-12.13,-12.08064785,10/31/2023
US88579Y1010,-2.85,-2.665123505,10/31/2023
US8923561067,-5.17,-5.062454321,10/31/2023
US8936411003,-1.78,-1.603432799,10/31/2023
US89417E1091,2.53,2.723368016,10/31/2023
US8962391004,-12.5,-12.36360754,10/31/2023
US89832Q1094,-0.87,-0.845919956,10/31/2023
US9022521051,-3.43,-3.387061752,10/31/2023
US9024941034,-8.2,-8.190447775,10/31/2023
US9026531049,-9.77,-9.743903666,10/31/2023
US9029733048,-3.57,-3.449122688,10/31/2023
US90384S3031,-4.54,-4.418514243,10/31/2023
US9078181081,1.95,2.118308081,10/31/2023
US9100471096,-17.23,-17.08016125,10/31/2023
US9113121068,-9.38,-9.257980062,10/31/2023
US9113631090,-8.62,-8.500826728,10/31/2023
US91324P1021,6.22,6.398764131,10/31/2023
US9139031002,0.13,0.216571447,10/31/2023
US9182041080,-16.64,-16.58053903,10/31/2023
US91913Y1001,-10.38,-10.29566022,10/31/2023
US92276F1003,0.78,0.823874628,10/31/2023
US92338C1036,-18.4,-18.3969668,10/31/2023
US92343E1029,-1.42,-1.351179984,10/31/2023
US92343V1044,10.73,10.91896098,10/31/2023
US92345Y1064,-3.76,-3.716722598,10/31/2023
US92532F1003,4.13,4.182284065,10/31/2023
US92556H2067,-15.66,-15.63154032,10/31/2023
US92556V1061,-9.74,-9.719792934,10/31/2023
US9256521090,-4.12,-4.017880705,10/31/2023
US92826C8394,2.21,2.233242346,10/31/2023
US9291601097,-2.74,-2.605075351,10/31/2023
US92939U1060,1.04,1.200019297,10/31/2023
US92942W1071,-9.06,-8.929765313,10/31/2023
US9297401088,-0.24,-0.156931757,10/31/2023
US9311421039,2.18,2.234402862,10/31/2023
US9314271084,-5.22,-5.077712946,10/31/2023
US9344231041,-8.47,-8.404431367,10/31/2023
US94106L1098,7.8,7.98528429,10/31/2023
US9418481035,-13.01,-12.88359058,10/31/2023
US9497461015,-2.67,-2.601303732,10/31/2023
US95040Q1040,2.06,2.11785167,10/31/2023
US9553061055,-15.17,-14.99870785,10/31/2023
US9581021055,-12.01,-11.9539394,10/31/2023
US96145D1054,0.36,0.546696307,10/31/2023
US9621661043,-6.43,-6.367620996,10/31/2023
US9633201069,-21.8,-21.63320617,10/31/2023
US9694571004,2.11,2.135148752,10/31/2023
US9831341071,-5.01,-4.890003866,10/31/2023
US98389B1008,3.58,3.732058096,10/31/2023
US98419M1009,2.76,2.854134217,10/31/2023
US9884981013,-3.27,-3.095912021,10/31/2023
US9892071054,-11.46,-11.37636315,10/31/2023
US98956P1021,-6.96,-6.900484107,10/31/2023
US9897011071,-11.58,-11.38860016,10/31/2023
US98978V1035,-9.54,-9.400600149,10/31/2023
AN8068571086,-6.5,-6.384997482,10/31/2023
BMG0450A1053,-3.45,-3.317950797,10/31/2023
BMG3223R1088,4.22,4.277780275,10/31/2023
BMG491BT1088,11.74,11.89328692,10/31/2023
BMG667211046,12.28,12.42083442,10/31/2023
CH0044328745,6.9,7.075071114,10/31/2023
CH0102993182,11.66,11.77515895,10/31/2023
CH0114405324,19.22,19.31068929,10/31/2023
CH1300646267,4.32,4.431838177,10/31/2023
IE000S9YS762,8.27,8.284743202,10/31/2023
IE00B4BNMY34,12.13,12.23414332,10/31/2023
IE00B8KQN827,9.95,10.11693324,10/31/2023
IE00BDB6Q211,4.41,4.476470457,10/31/2023
IE00BFRT3W74,7.86,8.006226297,10/31/2023
IE00BFY8C754,-4.06,-4.031684797,10/31/2023
IE00BK9ZQ967,18.84,19.01734288,10/31/2023
IE00BKVD2N49,15.9,16.03265148,10/31/2023
IE00BLP1HW54,6.17,6.284349729,10/31/2023
IE00BLS09M33,11.05,11.22277733,10/31/2023
IE00BTN1Y115,12.34,12.395839,10/31/2023
IE00BY7QL619,7.71,7.713975186,10/31/2023
JE00B783TY65,-5,-4.97198238,10/31/2023
JE00BJ1F3079,8.08,8.08300785,10/31/2023
LR0008862868,26.83,27.0048021,10/31/2023
NL0009434992,6.79,6.855738977,10/31/2023
NL0009538784,18.36,18.53816053,10/31/2023
PA1436583006,31.41,31.49856852,10/31/2023
US0010551028,6.43,6.550732825,10/31/2023
US00130H1059,15.5,15.69694487,10/31/2023
US00206R1023,7.6,7.701001428,10/31/2023
US0028241000,10.3,10.36389662,10/31/2023
US00287Y1091,0.86,0.896936867,10/31/2023
US00724F1012,14.84,14.86894426,10/31/2023
US0079031078,23.01,23.15723155,10/31/2023
US00846U1016,23.63,23.68145362,10/31/2023
US0090661010,6.81,6.942446599,10/31/2023
US0091581068,-4.21,-4.02758497,10/31/2023
US00971T1016,11.81,11.9350347,10/31/2023
US0116591092,19.54,19.55381113,10/31/2023
US0126531013,-4.35,-4.157799879,10/31/2023
US0152711091,17.47,17.54967121,10/31/2023
US0162551016,15.82,16.00003397,10/31/2023
US0188021085,3.65,3.708778826,10/31/2023
US0200021014,8.31,8.459716955,10/31/2023
US02079K1079,6.88,7.052621297,10/31/2023
US02079K3059,6.81,7.004629559,10/31/2023
US02209S1033,4.66,4.743921642,10/31/2023
US0231351067,9.77,9.921231853,10/31/2023
US0236081024,2.48,2.55754975,10/31/2023
US02376R1023,11.48,11.61656181,10/31/2023
US0255371017,6.51,6.629677494,10/31/2023
US0258161092,16.94,17.1111202,10/31/2023
US0268747849,7.34,7.402419537,10/31/2023
US03027X1000,17.17,17.36637163,10/31/2023
US0304201033,12.71,12.81489536,10/31/2023
US03073E1055,10.12,10.20098648,10/31/2023
US03076C1062,12.83,12.98008323,10/31/2023
US0311001004,10.27,10.32520245,10/31/2023
US0311621009,6.29,6.479104334,10/31/2023
US0320951017,12.96,13.0717549,10/31/2023
